frame,track_id,gender,gender_p,emotion,emotion_p
3,1,?,,unknown,0.0000
3,2,?,,unknown,0.0000
3,3,?,,unknown,0.0000
4,1,?,,unknown,0.0000
4,2,?,,unknown,0.0000
4,3,?,,unknown,0.0000
5,1,?,,unknown,0.0000
5,2,?,,unknown,0.0000
5,3,?,,unknown,0.0000
6,1,?,,unknown,0.0000
6,2,?,,unknown,0.0000
6,3,?,,unknown,0.0000
7,1,?,,unknown,0.0000
7,2,?,,unknown,0.0000
7,3,?,,unknown,0.0000
8,1,?,,unknown,0.0000
8,2,?,,unknown,0.0000
8,3,?,,unknown,0.0000
9,1,?,,unknown,0.0000
9,2,?,,unknown,0.0000
9,3,?,,unknown,0.0000
10,1,?,,unknown,0.0000
10,2,?,,unknown,0.0000
10,3,?,,unknown,0.0000
11,1,?,,unknown,0.0000
11,2,?,,unknown,0.0000
11,3,?,,unknown,0.0000
12,1,?,,unknown,0.0000
12,2,?,,unknown,0.0000
12,3,?,,unknown,0.0000
13,1,?,,unknown,0.0000
13,2,?,,unknown,0.0000
13,3,?,,unknown,0.0000
14,1,?,,unknown,0.0000
14,2,?,,unknown,0.0000
14,3,?,,unknown,0.0000
15,1,?,,unknown,0.0000
15,2,?,,unknown,0.0000
15,3,?,,unknown,0.0000
16,1,?,,unknown,0.0000
16,2,?,,unknown,0.0000
16,3,?,,unknown,0.0000
17,1,?,,unknown,0.0000
17,2,?,,unknown,0.0000
18,1,?,,unknown,0.0000
18,2,?,,unknown,0.0000
19,1,?,,unknown,0.0000
19,2,?,,unknown,0.0000
20,1,?,,unknown,0.0000
20,2,?,,unknown,0.0000
21,1,?,,unknown,0.0000
21,2,?,,unknown,0.0000
22,1,?,,unknown,0.0000
22,2,?,,unknown,0.0000
23,1,?,,unknown,0.0000
23,2,?,,unknown,0.0000
24,1,?,,unknown,0.0000
24,2,?,,unknown,0.0000
25,1,?,,unknown,0.0000
25,3,?,,unknown,0.0000
26,1,?,,unknown,0.0000
26,3,?,,unknown,0.0000
27,1,?,,unknown,0.0000
28,1,?,,unknown,0.0000
29,1,?,,unknown,0.0000
30,1,?,,unknown,0.0000
31,1,?,,unknown,0.0000
32,1,?,,unknown,0.0000
33,1,?,,unknown,0.0000
34,1,?,,unknown,0.0000
35,1,?,,unknown,0.0000
36,1,?,,unknown,0.0000
37,1,?,,unknown,0.0000
38,1,?,,unknown,0.0000
39,1,?,,unknown,0.0000
40,1,?,,unknown,0.0000
41,1,?,,unknown,0.0000
42,1,?,,unknown,0.0000
43,1,?,,unknown,0.0000
44,1,?,,unknown,0.0000
45,1,?,,unknown,0.0000
46,1,?,,unknown,0.0000
47,1,?,,unknown,0.0000
48,1,?,,unknown,0.0000
49,1,?,,unknown,0.0000
50,1,?,,unknown,0.0000
51,1,?,,unknown,0.0000
52,1,?,,unknown,0.0000
53,1,?,,unknown,0.0000
54,1,?,,unknown,0.0000
55,1,?,,unknown,0.0000
56,1,?,,unknown,0.0000
57,1,?,,unknown,0.0000
57,3,?,,unknown,0.0000
58,1,?,,unknown,0.0000
58,3,?,,unknown,0.0000
59,1,?,,unknown,0.0000
59,3,?,,unknown,0.0000
60,1,?,,unknown,0.0000
60,3,?,,unknown,0.0000
61,1,?,,unknown,0.0000
61,3,?,,unknown,0.0000
62,1,?,,unknown,0.0000
62,3,?,,unknown,0.0000
63,1,?,,unknown,0.0000
63,3,?,,unknown,0.0000
64,1,?,,unknown,0.0000
64,3,?,,unknown,0.0000
65,1,?,,unknown,0.0000
65,3,?,,unknown,0.0000
66,1,?,,unknown,0.0000
66,3,?,,unknown,0.0000
67,1,?,,unknown,0.0000
67,3,?,,unknown,0.0000
68,1,?,,unknown,0.0000
68,3,?,,unknown,0.0000
69,1,?,,unknown,0.0000
69,3,?,,unknown,0.0000
70,1,?,,unknown,0.0000
70,3,?,,unknown,0.0000
71,1,?,,unknown,0.0000
72,1,?,,unknown,0.0000
73,1,?,,unknown,0.0000
74,1,?,,unknown,0.0000
75,1,?,,unknown,0.0000
76,1,?,,unknown,0.0000
77,1,?,,unknown,0.0000
78,1,?,,unknown,0.0000
79,1,?,,unknown,0.0000
80,1,?,,unknown,0.0000
81,1,?,,unknown,0.0000
82,1,?,,unknown,0.0000
82,6,?,,unknown,0.0000
83,1,?,,unknown,0.0000
83,6,?,,unknown,0.0000
84,1,?,,unknown,0.0000
84,6,?,,unknown,0.0000
84,7,?,,unknown,0.0000
85,1,?,,unknown,0.0000
85,6,?,,unknown,0.0000
85,7,?,,unknown,0.0000
86,1,?,,unknown,0.0000
86,6,?,,unknown,0.0000
86,7,?,,unknown,0.0000
87,1,?,,unknown,0.0000
87,6,?,,unknown,0.0000
87,7,?,,unknown,0.0000
88,1,?,,unknown,0.0000
88,6,?,,unknown,0.0000
88,7,?,,unknown,0.0000
89,6,?,,unknown,0.0000
89,1,?,,unknown,0.0000
90,6,?,,unknown,0.0000
90,7,?,,unknown,0.0000
90,1,?,,unknown,0.0000
91,6,?,,unknown,0.0000
91,1,?,,unknown,0.0000
91,7,?,,unknown,0.0000
92,6,?,,unknown,0.0000
92,1,?,,unknown,0.0000
92,7,?,,unknown,0.0000
93,1,?,,unknown,0.0000
93,6,?,,unknown,0.0000
93,8,?,,unknown,0.0000
94,1,?,,unknown,0.0000
94,6,?,,unknown,0.0000
94,8,?,,unknown,0.0000
95,8,?,,unknown,0.0000
95,6,?,,unknown,0.0000
95,1,?,,unknown,0.0000
96,8,?,,unknown,0.0000
96,6,?,,unknown,0.0000
96,1,?,,unknown,0.0000
96,7,?,,unknown,0.0000
97,6,?,,unknown,0.0000
97,8,?,,unknown,0.0000
97,1,?,,unknown,0.0000
98,6,?,,unknown,0.0000
98,8,?,,unknown,0.0000
98,1,?,,unknown,0.0000
99,6,?,,unknown,0.0000
99,8,?,,unknown,0.0000
99,1,?,,unknown,0.0000
100,8,?,,unknown,0.0000
100,6,?,,unknown,0.0000
100,1,?,,unknown,0.0000
101,8,?,,unknown,0.0000
101,6,?,,unknown,0.0000
101,1,?,,unknown,0.0000
102,6,?,,unknown,0.0000
102,8,?,,unknown,0.0000
102,1,?,,unknown,0.0000
103,6,?,,unknown,0.0000
103,8,?,,unknown,0.0000
103,1,?,,unknown,0.0000
104,6,?,,unknown,0.0000
104,8,?,,unknown,0.0000
